id_student,gender,region,highest_education,imd_band,age_band,disability,studied_credits,num_of_prev_attempts,final_result
678335,F,East Anglian Region,Lower Than A Level,30-40%,0-35,N,60,0,Fail
678339,F,North Western Region,Lower Than A Level,20-30%,0-35,Y,120,0,Pass
678341,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,90,0,Distinction
678346,M,Scotland,A Level or Equivalent,10-20,0-35,N,120,0,Withdrawn
678367,M,Scotland,Lower Than A Level,60-70%,0-35,N,60,0,Withdrawn
678373,F,East Midlands Region,HE Qualification,30-40%,0-35,N,60,0,Pass
678381,M,South West Region,A Level or Equivalent,50-60%,0-35,N,120,0,Pass
678382,M,South West Region,Lower Than A Level,30-40%,0-35,N,120,0,Withdrawn
678393,M,Scotland,HE Qualification,30-40%,0-35,N,60,0,Fail
678395,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,120,0,Distinction
678397,M,East Midlands Region,HE Qualification,60-70%,0-35,N,60,0,Withdrawn
678398,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,N,60,0,Withdrawn
678407,M,Scotland,A Level or Equivalent,10-20,0-35,N,240,0,Withdrawn
678408,F,Ireland,Post Graduate Qualification,Unknown,0-35,N,120,0,Pass
678419,M,East Anglian Region,HE Qualification,80-90%,0-35,N,60,0,Pass
678432,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,30,0,Pass
678444,F,Ireland,Lower Than A Level,40-50%,35-55,N,60,0,Fail
678452,M,South Region,A Level or Equivalent,40-50%,0-35,N,120,0,Pass
678474,M,Scotland,A Level or Equivalent,10-20,0-35,N,120,0,Fail
678490,F,Ireland,HE Qualification,60-70%,0-35,N,120,0,Pass
678508,F,South Region,Lower Than A Level,30-40%,0-35,N,60,0,Distinction
678528,M,North Region,Lower Than A Level,Unknown,0-35,N,60,0,Fail
678538,M,Wales,Lower Than A Level,40-50%,0-35,N,90,0,Pass
678550,F,North Region,A Level or Equivalent,10-20,0-35,N,120,0,Withdrawn
678575,M,London Region,HE Qualification,30-40%,35-55,N,60,0,Withdrawn
678578,F,South West Region,HE Qualification,70-80%,35-55,N,60,0,Withdrawn
678585,F,North Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
678605,M,South Region,Lower Than A Level,40-50%,35-55,N,150,0,Fail
678612,F,London Region,Lower Than A Level,0-10%,35-55,N,30,0,Fail
678613,M,Scotland,Lower Than A Level,50-60%,55<=,N,60,0,Withdrawn
678618,F,South East Region,Lower Than A Level,80-90%,0-35,N,30,0,Pass
678619,F,Scotland,HE Qualification,80-90%,0-35,N,60,0,Withdrawn
678623,F,Wales,Lower Than A Level,0-10%,35-55,Y,90,0,Fail
678628,M,London Region,A Level or Equivalent,10-20,0-35,N,120,0,Pass
678639,M,South West Region,Lower Than A Level,30-40%,0-35,N,120,0,Withdrawn
678659,F,South East Region,HE Qualification,70-80%,35-55,N,60,0,Pass
678661,F,South Region,Lower Than A Level,40-50%,0-35,N,60,0,Pass
678680,F,South Region,A Level or Equivalent,90-100%,35-55,N,60,0,Pass
678688,F,Scotland,A Level or Equivalent,40-50%,0-35,N,120,0,Pass
678701,F,Scotland,A Level or Equivalent,70-80%,0-35,N,30,0,Pass
678702,F,South East Region,Lower Than A Level,40-50%,0-35,Y,60,0,Withdrawn
678714,F,South Region,Lower Than A Level,10-20,0-35,N,30,0,Withdrawn
678715,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,90,0,Pass
678737,M,South West Region,Lower Than A Level,90-100%,35-55,N,120,0,Withdrawn
678762,F,East Midlands Region,Lower Than A Level,70-80%,0-35,N,30,0,Pass
678769,M,London Region,A Level or Equivalent,40-50%,0-35,N,180,0,Withdrawn
678770,F,Wales,Lower Than A Level,50-60%,0-35,N,60,0,Fail
678774,M,North Western Region,No Formal quals,10-20,0-35,N,30,0,Pass
678777,F,East Midlands Region,Lower Than A Level,40-50%,0-35,N,120,0,Withdrawn
678790,M,Wales,A Level or Equivalent,90-100%,0-35,N,120,0,Pass
678795,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,120,0,Withdrawn
678801,F,West Midlands Region,HE Qualification,10-20,0-35,N,60,0,Withdrawn
678811,F,North Region,Lower Than A Level,50-60%,0-35,N,120,0,Withdrawn
678815,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,60,0,Distinction
678819,M,Wales,A Level or Equivalent,40-50%,35-55,N,120,0,Distinction
678831,F,Scotland,HE Qualification,90-100%,0-35,N,300,0,Withdrawn
678843,M,Scotland,HE Qualification,40-50%,35-55,N,60,0,Withdrawn
678844,M,East Anglian Region,HE Qualification,80-90%,0-35,N,60,0,Distinction
678852,F,Scotland,Lower Than A Level,40-50%,0-35,N,30,0,Withdrawn
678859,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,90,0,Distinction
678860,M,East Anglian Region,HE Qualification,30-40%,35-55,N,60,0,Withdrawn
678877,F,Scotland,HE Qualification,60-70%,0-35,N,120,0,Withdrawn
678906,F,South Region,Lower Than A Level,50-60%,0-35,N,60,0,Pass
678929,M,Ireland,Lower Than A Level,80-90%,0-35,N,90,0,Distinction
678941,M,South West Region,HE Qualification,80-90%,35-55,N,120,0,Distinction
678946,M,London Region,HE Qualification,20-30%,0-35,N,60,0,Pass
678953,M,Scotland,HE Qualification,50-60%,35-55,N,90,0,Withdrawn
678954,M,East Anglian Region,HE Qualification,60-70%,0-35,N,90,0,Distinction
678955,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,N,60,0,Fail
678970,F,Scotland,A Level or Equivalent,50-60%,0-35,N,30,0,Pass
678975,F,South Region,Lower Than A Level,80-90%,0-35,N,60,0,Withdrawn
678995,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
679000,M,East Midlands Region,Lower Than A Level,60-70%,0-35,Y,180,0,Withdrawn
679019,M,Wales,Lower Than A Level,70-80%,0-35,N,120,0,Fail
679036,F,London Region,HE Qualification,90-100%,35-55,N,60,0,Distinction
679037,M,London Region,HE Qualification,0-10%,0-35,N,120,0,Withdrawn
679039,F,South East Region,A Level or Equivalent,20-30%,0-35,N,90,0,Pass
679057,M,London Region,HE Qualification,10-20,35-55,N,120,0,Withdrawn
679059,F,South West Region,A Level or Equivalent,60-70%,35-55,N,60,0,Pass
679111,M,Scotland,HE Qualification,40-50%,35-55,N,60,0,Fail
679114,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,120,0,Pass
679119,M,North Region,Lower Than A Level,Unknown,0-35,N,120,0,Withdrawn
679127,M,London Region,Lower Than A Level,0-10%,35-55,N,30,0,Distinction
679128,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,90,0,Distinction
679174,M,South West Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
679179,M,Scotland,HE Qualification,20-30%,0-35,N,90,0,Fail
679189,M,South East Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
679207,M,North Western Region,Lower Than A Level,30-40%,35-55,N,90,0,Pass
679218,M,South East Region,Lower Than A Level,80-90%,0-35,N,60,0,Pass
679227,M,Wales,HE Qualification,80-90%,35-55,N,60,0,Pass
679232,F,North Region,Lower Than A Level,10-20,0-35,N,60,0,Pass
679234,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,120,0,Withdrawn
679237,M,London Region,A Level or Equivalent,80-90%,0-35,N,120,0,Fail
679251,M,Wales,Lower Than A Level,50-60%,0-35,Y,120,0,Fail
679255,M,North Western Region,Lower Than A Level,50-60%,0-35,N,60,0,Withdrawn
679258,F,North Western Region,Lower Than A Level,20-30%,35-55,Y,30,0,Fail
679262,M,South Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
679269,M,East Midlands Region,Lower Than A Level,30-40%,0-35,Y,60,0,Withdrawn
679271,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,N,60,0,Withdrawn
679275,F,South East Region,A Level or Equivalent,70-80%,0-35,N,30,0,Withdrawn
679278,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,Y,60,0,Pass
679325,F,South Region,Lower Than A Level,70-80%,0-35,N,120,0,Withdrawn
679327,F,South Region,Lower Than A Level,20-30%,0-35,N,30,0,Distinction
679332,F,Scotland,A Level or Equivalent,0-10%,0-35,N,30,0,Fail
679337,M,East Midlands Region,Lower Than A Level,70-80%,0-35,N,60,0,Withdrawn
679342,M,North Western Region,A Level or Equivalent,40-50%,0-35,N,60,0,Fail
679363,M,Scotland,Lower Than A Level,40-50%,35-55,N,60,0,Fail
679373,F,East Midlands Region,Lower Than A Level,20-30%,0-35,Y,30,0,Withdrawn
679384,M,North Western Region,HE Qualification,0-10%,35-55,N,60,0,Pass
679386,M,South West Region,Lower Than A Level,70-80%,0-35,N,120,0,Pass
679388,F,South West Region,A Level or Equivalent,30-40%,0-35,N,120,0,Withdrawn
679395,F,Ireland,Lower Than A Level,10-20,0-35,Y,60,0,Fail
679402,M,East Anglian Region,Lower Than A Level,70-80%,35-55,N,120,0,Distinction
679405,F,East Anglian Region,Lower Than A Level,40-50%,0-35,N,30,0,Withdrawn
679409,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,30,0,Pass
679427,M,East Anglian Region,Lower Than A Level,10-20,0-35,N,120,0,Withdrawn
679431,M,London Region,A Level or Equivalent,10-20,0-35,N,150,0,Distinction
679439,F,South East Region,Lower Than A Level,10-20,0-35,N,60,0,Fail
679445,M,South East Region,HE Qualification,90-100%,0-35,N,60,0,Pass
679448,F,East Anglian Region,Lower Than A Level,50-60%,35-55,N,90,0,Pass
679451,F,Yorkshire Region,Lower Than A Level,10-20,0-35,N,60,0,Distinction
679454,M,London Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
679457,F,Ireland,Lower Than A Level,80-90%,35-55,N,60,0,Fail
679468,M,North Region,Post Graduate Qualification,Unknown,0-35,N,120,0,Withdrawn
679498,M,South East Region,A Level or Equivalent,10-20,0-35,N,120,0,Pass
679502,M,South Region,A Level or Equivalent,90-100%,0-35,N,180,0,Withdrawn
679504,F,South East Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
679509,M,South East Region,HE Qualification,90-100%,0-35,N,60,0,Pass
679525,M,London Region,A Level or Equivalent,60-70%,0-35,N,90,0,Pass
679528,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,0,Withdrawn
679529,M,Wales,Lower Than A Level,20-30%,0-35,N,90,0,Withdrawn
679539,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,60,0,Fail
679541,M,Scotland,HE Qualification,90-100%,0-35,N,60,0,Pass
679558,M,East Anglian Region,Lower Than A Level,40-50%,0-35,N,180,0,Withdrawn
679559,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,N,60,0,Pass
679568,F,East Midlands Region,Lower Than A Level,10-20,0-35,N,240,0,Withdrawn
679569,M,Scotland,HE Qualification,Unknown,0-35,N,60,0,Distinction
679582,M,South Region,A Level or Equivalent,70-80%,0-35,N,60,0,Fail
679594,M,London Region,A Level or Equivalent,10-20,0-35,N,60,0,Distinction
679599,F,North Western Region,A Level or Equivalent,70-80%,0-35,N,120,0,Withdrawn
679631,M,North Region,Lower Than A Level,40-50%,0-35,N,60,0,Pass
679663,M,Scotland,A Level or Equivalent,80-90%,0-35,N,30,0,Pass
679675,F,North Western Region,Lower Than A Level,0-10%,35-55,N,60,0,Withdrawn
679676,F,Wales,Lower Than A Level,80-90%,35-55,N,60,0,Withdrawn
679688,M,Ireland,Lower Than A Level,50-60%,35-55,N,60,0,Withdrawn
679716,F,North Western Region,Lower Than A Level,0-10%,0-35,N,60,0,Pass
679724,F,East Anglian Region,Lower Than A Level,50-60%,0-35,N,60,0,Withdrawn
679726,F,West Midlands Region,Lower Than A Level,90-100%,0-35,N,60,0,Withdrawn
679733,M,Wales,Lower Than A Level,10-20,0-35,N,150,0,Distinction
679747,F,East Midlands Region,Lower Than A Level,60-70%,0-35,N,60,0,Withdrawn
679749,M,Scotland,HE Qualification,50-60%,0-35,N,120,0,Withdrawn
679750,M,South Region,Lower Than A Level,30-40%,0-35,N,30,0,Pass
679760,M,Scotland,Lower Than A Level,40-50%,0-35,N,60,0,Withdrawn
679769,F,London Region,Lower Than A Level,20-30%,0-35,N,60,0,Pass
679777,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
679788,M,South Region,HE Qualification,30-40%,0-35,N,120,0,Pass
679790,F,London Region,HE Qualification,70-80%,0-35,N,120,0,Pass
679798,M,London Region,Lower Than A Level,10-20,35-55,N,120,0,Pass
679801,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
679828,F,Wales,A Level or Equivalent,0-10%,35-55,N,120,0,Distinction
679840,F,London Region,Lower Than A Level,0-10%,0-35,N,30,0,Pass
679854,F,North Region,HE Qualification,Unknown,0-35,N,90,0,Distinction
679883,F,South East Region,Lower Than A Level,10-20,0-35,N,60,0,Withdrawn
679886,M,London Region,HE Qualification,30-40%,35-55,N,60,0,Distinction
679897,F,London Region,Lower Than A Level,50-60%,0-35,N,120,0,Pass
679918,F,South West Region,Lower Than A Level,30-40%,35-55,N,60,0,Pass
679919,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,N,60,0,Withdrawn
679921,F,Wales,A Level or Equivalent,90-100%,0-35,N,30,0,Pass
679938,M,Wales,Lower Than A Level,0-10%,35-55,N,120,0,Withdrawn
679939,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,N,120,0,Pass
679949,F,South Region,A Level or Equivalent,60-70%,35-55,N,60,0,Fail
679959,M,Ireland,HE Qualification,Unknown,0-35,N,120,0,Pass
679967,F,Ireland,A Level or Equivalent,90-100%,0-35,N,60,0,Pass
679971,F,North Western Region,Lower Than A Level,0-10%,0-35,N,60,0,Fail
679989,M,Yorkshire Region,Lower Than A Level,10-20,35-55,N,60,0,Withdrawn
680002,F,Scotland,A Level or Equivalent,20-30%,0-35,Y,120,0,Distinction
680009,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,0,Pass
680014,M,South West Region,A Level or Equivalent,50-60%,0-35,N,60,0,Distinction
680017,M,South Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
680018,M,Scotland,A Level or Equivalent,30-40%,0-35,N,120,0,Withdrawn
680025,F,South Region,Lower Than A Level,90-100%,0-35,N,60,0,Pass
680027,M,London Region,A Level or Equivalent,30-40%,35-55,Y,120,0,Distinction
680063,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,30,0,Pass
680072,F,North Region,Lower Than A Level,Unknown,0-35,N,120,0,Withdrawn
680074,F,London Region,Lower Than A Level,10-20,0-35,N,150,0,Withdrawn
680080,M,North Region,A Level or Equivalent,10-20,0-35,N,90,0,Pass
680087,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
680110,F,East Midlands Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
680133,F,Scotland,HE Qualification,90-100%,0-35,N,60,0,Distinction
680145,M,North Western Region,Lower Than A Level,30-40%,0-35,Y,90,0,Pass
680146,F,Wales,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
680162,F,South Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
680174,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,N,60,0,Fail
680176,F,Ireland,A Level or Equivalent,40-50%,0-35,N,30,0,Pass
680187,F,Ireland,HE Qualification,90-100%,0-35,N,60,0,Pass
680212,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,N,90,0,Fail
680219,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,N,60,0,Pass
680222,F,South East Region,Lower Than A Level,10-20,0-35,N,180,0,Withdrawn
680231,M,South West Region,Lower Than A Level,30-40%,0-35,N,90,0,Withdrawn
680255,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,N,90,0,Fail
680261,F,South West Region,Lower Than A Level,30-40%,0-35,N,30,0,Fail
680266,F,Yorkshire Region,HE Qualification,10-20,35-55,N,60,0,Distinction
680267,M,Scotland,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
680270,M,Ireland,Lower Than A Level,60-70%,0-35,N,60,0,Fail
680273,M,London Region,Lower Than A Level,40-50%,35-55,N,60,0,Withdrawn
680290,M,Wales,HE Qualification,60-70%,35-55,N,60,0,Pass
680293,F,North Region,A Level or Equivalent,Unknown,0-35,N,60,0,Withdrawn
680312,M,South West Region,A Level or Equivalent,10-20,0-35,N,120,0,Withdrawn
680314,F,North Region,A Level or Equivalent,40-50%,0-35,N,150,0,Withdrawn
680322,M,Wales,A Level or Equivalent,80-90%,0-35,Y,150,0,Pass
680331,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,Y,120,0,Fail
680333,M,North Region,HE Qualification,0-10%,0-35,N,150,0,Withdrawn
680340,F,South Region,Lower Than A Level,20-30%,0-35,N,30,0,Fail
680343,M,South Region,A Level or Equivalent,70-80%,35-55,N,60,0,Distinction
680345,F,Wales,A Level or Equivalent,0-10%,35-55,N,30,0,Fail
680348,M,Scotland,HE Qualification,80-90%,0-35,N,120,0,Pass
680349,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,60,0,Withdrawn
680354,F,North Western Region,Lower Than A Level,0-10%,0-35,N,30,0,Fail
680373,F,North Western Region,HE Qualification,20-30%,35-55,N,60,0,Withdrawn
680374,M,East Midlands Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
680410,M,North Western Region,A Level or Equivalent,0-10%,0-35,N,150,0,Withdrawn
680414,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,80,0,Fail
680427,F,South East Region,Lower Than A Level,30-40%,0-35,N,30,0,Pass
680431,M,Wales,Lower Than A Level,60-70%,0-35,N,60,0,Fail
680442,M,Scotland,Lower Than A Level,60-70%,0-35,N,120,0,Withdrawn
680443,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,180,0,Distinction
680453,F,South West Region,Lower Than A Level,50-60%,0-35,Y,60,0,Pass
680464,M,Ireland,A Level or Equivalent,80-90%,0-35,N,120,0,Distinction
680471,F,Scotland,HE Qualification,50-60%,0-35,Y,120,0,Fail
680483,M,Scotland,Lower Than A Level,60-70%,0-35,N,60,0,Pass
680484,F,South West Region,Lower Than A Level,30-40%,0-35,N,30,0,Fail
680492,M,London Region,HE Qualification,40-50%,35-55,N,90,0,Pass
680506,F,East Anglian Region,HE Qualification,80-90%,0-35,N,60,0,Distinction
680517,M,North Western Region,Lower Than A Level,40-50%,0-35,N,120,0,Withdrawn
680522,F,North Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
680530,F,Wales,Lower Than A Level,60-70%,0-35,N,120,0,Pass
680541,F,South Region,A Level or Equivalent,90-100%,35-55,N,60,0,Pass
680545,F,West Midlands Region,Lower Than A Level,10-20,35-55,N,60,0,Pass
680559,F,North Western Region,HE Qualification,10-20,0-35,N,60,0,Fail
680560,F,London Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
680563,M,London Region,Lower Than A Level,0-10%,35-55,N,30,0,Withdrawn
680569,F,Scotland,A Level or Equivalent,60-70%,0-35,N,30,0,Pass
680572,M,South East Region,Lower Than A Level,20-30%,0-35,N,150,0,Pass
680591,M,South East Region,A Level or Equivalent,50-60%,0-35,N,60,0,Withdrawn
680602,M,London Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
680612,M,South West Region,A Level or Equivalent,10-20,0-35,N,60,0,Withdrawn
680614,M,Scotland,A Level or Equivalent,70-80%,0-35,N,60,0,Withdrawn
680626,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,60,0,Fail
680644,M,South East Region,HE Qualification,50-60%,0-35,N,60,0,Pass
680678,M,Yorkshire Region,Lower Than A Level,30-40%,35-55,N,30,0,Withdrawn
680687,M,Wales,HE Qualification,20-30%,0-35,N,60,0,Distinction
680698,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,120,0,Withdrawn
680708,F,Scotland,Lower Than A Level,30-40%,0-35,N,120,0,Pass
680713,M,Scotland,A Level or Equivalent,30-40%,35-55,N,60,0,Pass
680714,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,N,90,0,Withdrawn
680715,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,N,120,0,Withdrawn
680723,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,N,60,0,Distinction
680728,M,South West Region,Lower Than A Level,30-40%,0-35,N,60,0,Fail
680732,F,North Western Region,Lower Than A Level,10-20,0-35,N,180,0,Withdrawn
680733,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,Y,120,0,Withdrawn
680747,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,60,0,Pass
680764,F,East Anglian Region,HE Qualification,80-90%,0-35,N,120,0,Withdrawn
680765,F,London Region,Lower Than A Level,10-20,0-35,N,120,0,Fail
680766,M,London Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
680775,M,Wales,Lower Than A Level,90-100%,0-35,N,120,0,Pass
680787,F,North Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
680798,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,N,60,0,Pass
680804,M,South West Region,HE Qualification,40-50%,0-35,N,60,0,Pass
680807,M,North Western Region,HE Qualification,30-40%,0-35,N,120,0,Fail
680810,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,120,0,Distinction
680812,M,South East Region,A Level or Equivalent,60-70%,0-35,N,60,0,Fail
680816,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,60,0,Withdrawn
680817,F,London Region,A Level or Equivalent,10-20,0-35,N,120,0,Pass
680829,F,North Region,A Level or Equivalent,10-20,0-35,N,60,0,Withdrawn
680846,M,North Region,Lower Than A Level,50-60%,0-35,N,60,0,Withdrawn
680850,M,North Western Region,Lower Than A Level,0-10%,0-35,Y,30,0,Fail
680855,M,Wales,Lower Than A Level,20-30%,35-55,N,60,0,Fail
680862,F,West Midlands Region,Lower Than A Level,10-20,0-35,Y,60,0,Pass
680872,M,East Midlands Region,A Level or Equivalent,10-20,0-35,N,60,0,Pass
680878,M,West Midlands Region,Lower Than A Level,20-30%,0-35,N,60,0,Withdrawn
680890,F,South Region,A Level or Equivalent,70-80%,0-35,N,60,0,Withdrawn
680894,M,Scotland,HE Qualification,30-40%,0-35,N,30,0,Pass
680912,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,N,120,0,Pass
680918,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Pass
680926,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,N,60,0,Distinction
680938,F,London Region,A Level or Equivalent,80-90%,0-35,N,180,0,Withdrawn
680955,M,South West Region,A Level or Equivalent,30-40%,0-35,N,60,0,Pass
680959,F,East Anglian Region,Lower Than A Level,70-80%,0-35,N,60,0,Withdrawn
680966,M,West Midlands Region,Lower Than A Level,70-80%,35-55,N,30,0,Pass
680970,F,South East Region,HE Qualification,80-90%,35-55,N,120,0,Distinction
680973,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,N,60,0,Fail
680974,M,East Anglian Region,HE Qualification,80-90%,0-35,N,60,0,Distinction
680981,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
680988,F,South East Region,Lower Than A Level,90-100%,35-55,Y,30,0,Withdrawn
680991,M,London Region,HE Qualification,20-30%,35-55,N,60,0,Withdrawn
680992,M,London Region,Lower Than A Level,30-40%,0-35,N,30,0,Withdrawn
680996,M,South West Region,A Level or Equivalent,60-70%,0-35,Y,120,0,Pass
681001,F,Scotland,HE Qualification,40-50%,35-55,Y,60,0,Distinction
681004,M,London Region,No Formal quals,20-30%,35-55,N,60,0,Distinction
681016,F,South East Region,Lower Than A Level,60-70%,0-35,N,120,0,Withdrawn
681052,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,N,90,0,Withdrawn
681059,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,0,Distinction
681063,M,South Region,Lower Than A Level,80-90%,0-35,N,60,0,Withdrawn
681065,F,East Anglian Region,Lower Than A Level,50-60%,0-35,Y,30,0,Distinction
681073,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,90,0,Withdrawn
681089,F,North Western Region,Lower Than A Level,20-30%,35-55,N,120,0,Withdrawn
681095,M,Scotland,A Level or Equivalent,90-100%,0-35,N,30,0,Withdrawn
681107,F,South West Region,Lower Than A Level,10-20,0-35,Y,30,0,Pass
681120,M,East Midlands Region,Lower Than A Level,10-20,0-35,Y,120,0,Withdrawn
681125,M,South West Region,Lower Than A Level,50-60%,0-35,N,60,0,Withdrawn
681150,F,South West Region,Lower Than A Level,70-80%,0-35,N,60,0,Pass
681152,F,South Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
681154,F,Wales,Lower Than A Level,30-40%,35-55,N,30,0,Pass
681165,F,South East Region,A Level or Equivalent,30-40%,35-55,N,30,0,Pass
681166,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,60,0,Withdrawn
681168,M,Wales,No Formal quals,10-20,0-35,N,30,0,Withdrawn
681174,M,North Region,Post Graduate Qualification,Unknown,35-55,N,90,0,Distinction
681182,M,West Midlands Region,HE Qualification,10-20,0-35,N,60,0,Withdrawn
681195,M,Scotland,No Formal quals,30-40%,35-55,N,30,0,Withdrawn
681200,M,Wales,Lower Than A Level,10-20,0-35,N,60,0,Pass
681210,M,North Western Region,Lower Than A Level,70-80%,0-35,N,180,0,Withdrawn
681211,M,South West Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
681222,F,South East Region,HE Qualification,40-50%,35-55,N,60,0,Distinction
681235,F,West Midlands Region,Lower Than A Level,10-20,0-35,N,120,0,Pass
681241,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,Y,120,0,Pass
681268,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,N,30,0,Fail
681277,M,London Region,Lower Than A Level,20-30%,0-35,N,120,0,Withdrawn
681289,F,East Anglian Region,A Level or Equivalent,10-20,0-35,N,60,0,Fail
681298,M,Wales,A Level or Equivalent,20-30%,0-35,N,90,0,Fail
681302,M,North Western Region,HE Qualification,20-30%,0-35,N,60,0,Pass
681327,M,Scotland,Lower Than A Level,30-40%,0-35,N,60,0,Pass
681328,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,60,0,Distinction
681335,M,North Western Region,Lower Than A Level,0-10%,35-55,N,120,0,Withdrawn
681341,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,60,0,Fail
681352,F,South West Region,A Level or Equivalent,0-10%,0-35,Y,120,0,Pass
681354,M,South Region,A Level or Equivalent,70-80%,0-35,N,60,0,Pass
681356,F,Scotland,HE Qualification,20-30%,0-35,N,90,0,Pass
681369,M,South Region,A Level or Equivalent,60-70%,0-35,N,60,0,Distinction
681379,F,Wales,Lower Than A Level,20-30%,0-35,N,60,0,Fail
681383,F,East Midlands Region,Lower Than A Level,0-10%,0-35,N,30,0,Fail
681384,F,South West Region,HE Qualification,20-30%,35-55,N,120,0,Fail
681393,M,South Region,Lower Than A Level,70-80%,0-35,N,60,0,Withdrawn
681397,M,West Midlands Region,Lower Than A Level,50-60%,0-35,N,120,0,Withdrawn
681416,F,Scotland,A Level or Equivalent,60-70%,0-35,N,90,0,Pass
681421,F,North Western Region,A Level or Equivalent,80-90%,0-35,N,30,0,Pass
681425,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,N,60,0,Pass
681440,F,South East Region,HE Qualification,80-90%,0-35,N,120,0,Pass
681447,F,North Western Region,Lower Than A Level,20-30%,35-55,N,30,0,Pass
681452,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,N,90,0,Pass
681490,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,N,120,0,Distinction
